Fechas Referencia,Am,Dc,Gc,Explotacion,Id Punto,Contrato,Direccion,Localidad,Contador,Marca,Modelo,Calibre,Fecha Instalacion,Modulo,Tipo Telelectura,Sistema,Telelectura Ov,Uso,Actividad,Zona,Barrio,Sector,Subsector
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3491169,8848796,,GRANADA,P21FA026050S,CONTAZARA,CZ4000RI,13,2/8/2022,320565C2E,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G09, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7819879,10787160,,GRANADA,P21FA010217U,CONTAZARA,CZ4000RI,13,23/7/2021,320527E9F, , ,N,DOMESTICO,USOS COMUNITARIOS,G08, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3537438,11432889,,GRANADA,P22FA012510N,CONTAZARA,CZ4000RI,13,21/7/2023, ,IM - Contador i-meter,Ambos,N,INDUSTRIAL,RESTAURANTES Y BARES CON RESTAURACION,G08, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7907739,11169332,,GRANADA,P22FA012629B,CONTAZARA,CZ4000RI,13,28/9/2022,32063155U,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,INDUSTRIAS SIN AGUA EN PROCESO PRODUCTIVO,G27, ,S27 CARTUJA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3569012,4283131,,GRANADA,P21FA015918K,CONTAZARA,CZ4000RI,13,10/8/2022,32053E2ER,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G37, ,S10 ALHAMAR, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3605922,10945702,,GRANADA,P21FA016203M,CONTAZARA,CZ4000RI,13,1/2/2022,32053F4BV, , ,N,DOMESTICO,VIVIENDAS,G04, ,S10 ALHAMAR, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3598294,9700634,,GRANADA,I21BG040021K,ITRON,FLOSTAR M,65,20/9/2021,7142C22FQ,VHF - Contador sistema Suez,Leer por telelectura,S,INDUSTRIAL,INDUSTRIAS CON AGUA EN PROCESO PRODUCTIVO,G70, ,S65 LA INMACULADA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3555257,10730611,,GRANADA,P21FA010200L,CONTAZARA,CZ4000RI,13,21/5/2021,320527D8C,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G17, ,S89 LANCHA DEL GENIL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3564598,11414791,,GRANADA,P22FA012451T,CONTAZARA,CZ4000RI,13,4/7/2023,320630A3F,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G17, ,S89 LANCHA DEL GENIL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3602276,4326712,,GRANADA,I16SE064329C,ITRON,MSD,40,22/12/2016, ,IM - Contador i-meter,Ambos,N,COMERCIAL,"HOTELES, HOSTALES, PENSIONES Y RESIDENCIAS",G54, ,S32 CUESTA SAN ANTONIO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3549243,11319146,,GRANADA,P21FA026633J,CONTAZARA,CZ4000RI,13,16/12/2021,32056809Q, , ,N,INDUSTRIAL,"TRASTEROS, GARAJES Y OTROS",G32, ,SECTOR 15. MARIANA PINEDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3540641,4238095,,GRANADA,P21FA010009O,CONTAZARA,CZ4000RI,13,21/10/2021,32052719Z,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3560586,4270669,,GRANADA,P21FA016389L,CONTAZARA,CZ4000RI,13,15/10/2021,32054005G,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3610353,4336416,,GRANADA,P21FA016394I,CONTAZARA,CZ4000RI,13,15/10/2021,3205400AB,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3540680,10858471,,GRANADA,P21FA016324U,CONTAZARA,CZ4000RI,13,19/10/2021,32053FC4U,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G26, ,S28 PDTA. LUIS DE VICENTE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3527069,11010454,,GRANADA,P21FA026254C,CONTAZARA,CZ4000RI,13,6/4/2022,3205668EV,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G26, ,S28 PDTA. LUIS DE VICENTE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3488425,10340546,,GRANADA,D11UH138228U,ITRON,FLOSTAR M,80,10/2/2012, ,IM - Contador i-meter,Leer por telelectura,S,INDUSTRIAL,INDUSTRIAS CON AGUA EN PROCESO PRODUCTIVO,G70, ,S65 LA INMACULADA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3500283,4160704,,GRANADA,I21BG040139X,ITRON,FLOSTAR M,65,23/9/2021,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,CENTROS DE ENSEÑANZA,G70, ,S27 CARTUJA,HENRÍQUEZ DE LA JORQUERA
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3471328,10723219,,GRANADA,P21FA010137V,CONTAZARA,CZ4000RI,13,13/5/2021,32052799P,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G29, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3594631,10781482,,GRANADA,P21FA009804M,CONTAZARA,CZ4000RI,13,21/7/2021,3205264CV, , ,N,DOMESTICO,VIVIENDAS,G29, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3617649,10883151,,GRANADA,P21FA015555D,CONTAZARA,CZ4000RI,13,19/11/2021,32053CC3K, , ,N,DOMESTICO,VIVIENDAS,G29, ,S45 ARZOBISPO GUERRERO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3591726,9011151,,GRANADA,P21UI990388W,CONTAZARA,OCTAVE,100,5/11/2021,C31349FCJ,IM - Contador i-meter,Ambos,N,INDUSTRIAL,INDUSTRIAS CON AGUA EN PROCESO PRODUCTIVO,G53, ,S0 TRANSPORTE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3568593,4282481,,GRANADA,I22BG000987S,ITRON,FLOSTAR M,65,14/1/2022,"2,69721E+15",VHF - Contador sistema Suez,Ambos,N,COMERCIAL,CENTROS DE ENSEÑANZA,G54, ,S122 FILOSOFIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3584486,10889157,,GRANADA,P21FA016187D,CONTAZARA,CZ4000RI,13,24/11/2021,32053F3BT, , ,N,DOMESTICO,VIVIENDAS,G09, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3498327,11491507,,GRANADA,P21FA025790R,CONTAZARA,CZ4000RI,13,22/2/2022,320564BEB,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G09, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3475971,10900123,,GRANADA,P21FA016032L,CONTAZARA,CZ4000RI,13,7/12/2021,32053EA0J,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G09, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3498790,10712041,,GRANADA,P21FA010091Y,CONTAZARA,CZ4000RI,13,3/5/2021,3205276BB, , ,N,DOMESTICO,VIVIENDAS,G09, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3485805,11006109,,GRANADA,P21FA026246C,CONTAZARA,CZ4000RI,13,1/4/2022,32056686X,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G09, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3489802,10967564,,GRANADA,P21FA025871R,CONTAZARA,CZ4000RI,13,24/2/2022,3205650FD,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G09, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3614055,11182655,,GRANADA,P21FA024667L,CONTAZARA,CZ4000RI,13,17/10/2022,3205605BU,VHF - Contador sistema Suez,Ambos,N,OBRAS,OBRAS,G09, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3628679,11026901,,GRANADA,P21FA026327C,CONTAZARA,CZ4000RI,13,27/4/2022,320566D7O,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G17, ,S14 CARRETERA DE LA SIERRA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3467601,11382987,,GRANADA,P22FA012506R,CONTAZARA,CZ4000RI,13,13/6/2023,320630DAI,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G17, ,S14 CARRETERA DE LA SIERRA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7855174,10857410,,GRANADA,P21FA016263Y,CONTAZARA,CZ4000RI,13,20/10/2021,32053F87J,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,USOS COMUNITARIOS,G34, ,S0 TRANSPORTE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3511645,10863789,,GRANADA,P21FA015788S,CONTAZARA,CZ4000RI,13,26/10/2021,32053DACI,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G35, ,S2 GRAN VIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7842205,11373808,,GRANADA,P21FA015773L,CONTAZARA,CZ4000RI,13,3/12/2021,32053D9DB, , ,N,DOMESTICO,VIVIENDAS,G29, ,S48 SAGRADA FAMILIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3628752,10975162,,GRANADA,P21FA026022O,CONTAZARA,CZ4000RI,13,8/3/2022,320565A6E,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G30, ,S48 SAGRADA FAMILIA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3506007,10896963,,GRANADA,P21FA015934K,CONTAZARA,CZ4000RI,13,9/12/2021,32053E3ET, , ,N,DOMESTICO,VIVIENDAS,G21, ,S5 PAJARITOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7835173,10805221,,GRANADA,P21FA009929Y,CONTAZARA,CZ4000RI,13,13/8/2021,320526C9Y,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G21, ,S5 PAJARITOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3482847,10952882,,GRANADA,P21FA015949R,CONTAZARA,CZ4000RI,13,8/2/2022,32053E4DU, , ,N,DOMESTICO,VIVIENDAS,G17, ,S14 CARRETERA DE LA SIERRA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3539330,10736445,,GRANADA,P21FA010367H,CONTAZARA,CZ4000RI,13,26/5/2021,3205287FK, , ,N,DOMESTICO,VIVIENDAS,G33, ,S17 HAZA GRANDE,HAZA GRANDE
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3595664,10919689,,GRANADA,P21FA025578P,CONTAZARA,CZ4000RI,13,4/1/2022,320563EAA, , ,N,DOMESTICO,VIVIENDAS,G10, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3570545,11003919,,GRANADA,P21FA026177G,CONTAZARA,CZ4000RI,13,1/4/2022,32056641K,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3624642,10872240,,GRANADA,P21FA015599P,CONTAZARA,CZ4000RI,13,5/11/2021,32053CEFQ,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3543192,10843891,,GRANADA,P21FA016485K,CONTAZARA,CZ4000RI,13,5/10/2021,32054065S,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7849841,10840494,,GRANADA,P21FA016561F,CONTAZARA,CZ4000RI,13,29/9/2021,320540B1E,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3622021,11261974,,GRANADA,P22FA012645B,CONTAZARA,CZ4000RI,13,16/1/2023,32063165W,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G04, ,S53 CAÑAVERAL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3591956,11352070,,GRANADA,P21FA024662G,CONTAZARA,CZ4000RI,13,24/4/2023,32056056Z,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G24, ,S30 CERCADO BAJO CARTUJA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3633431,8807793,,GRANADA,P21FA026111O,CONTAZARA,CZ4000RI,13,21/7/2022,320565FFN,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G09, ,S73 FEDERICO MAYO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3465962,10759523,,GRANADA,P21FA010340W,CONTAZARA,CZ4000RI,13,23/6/2021,32052864H, , ,N,DOMESTICO,VIVIENDAS,G09, ,S73 FEDERICO MAYO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3465836,4097027,,GRANADA,P21FA026166D,CONTAZARA,CZ4000RI,13,22/7/2022,32056636N,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G09, ,S73 FEDERICO MAYO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3557895,4266558,,GRANADA,P22FA012505Q,CONTAZARA,CZ4000RI,13,27/6/2023,320630D9R,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,FUENTES PUBLICAS,G31, ,S46 CIRCUNVALACION ENCINA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3597421,4320627,,GRANADA,P21FA015709D,CONTAZARA,CZ4000RI,13,2/11/2021,32053D5DT,VHF - Contador sistema Suez,Leer manualmente,N,RIEGO/BALDEO,RIEGO ZONAS PUBLICAS,G30, ,S46 CIRCUNVALACION ENCINA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3614025,11492831,,GRANADA,P22FA012564B,CONTAZARA,CZ4000RI,13,29/5/2023,32063114L,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G30, ,S46 CIRCUNVALACION ENCINA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3622337,10941653,,GRANADA,P21FA025467J,CONTAZARA,CZ4000RI,13,28/1/2022,3205637BH, , ,N,DOMESTICO,VIVIENDAS,G10, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3561626,10804451,,GRANADA,P21FA009923S,CONTAZARA,CZ4000RI,13,12/8/2021,320526C3S,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3465675,10631223,,GRANADA,P21FA010038T,CONTAZARA,CZ4000RI,13,3/11/2021,32052736A,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G10, ,S69 AVDA. DE CADIZ, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3604524,11062062,,GRANADA,I22JE001919I,ITRON,AQUADIS,40,25/4/2022,"2,69721E+15",VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,"HOTELES, HOSTALES, PENSIONES Y RESIDENCIAS",G52, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3592133,10787237,,GRANADA,P21FA009818S,CONTAZARA,CZ4000RI,13,26/7/2021,3205265AV,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G38, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3464591,11083984,,GRANADA,P21FA026366J,CONTAZARA,CZ4000RI,13,27/6/2022,320566FEP,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G05, ,S52 ESTADIO DE LA JUVENTUD, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3542438,11399590,,GRANADA,P22FA012500L,CONTAZARA,CZ4000RI,13,16/6/2023,320630D4M,VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,RESTAURANTES Y BARES CON RESTAURACION,G38, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3492237,11313248,,GRANADA,P22FA012673F,CONTAZARA,CZ4000RI,13,13/3/2023,32063181W,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G38, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3598996,10728143,,GRANADA,P21FA010281C,CONTAZARA,CZ4000RI,13,24/5/2021,32052829E,VHF - Contador sistema Suez,Leer manualmente,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G38, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3615218,10804200,,GRANADA,P21FA009924T,CONTAZARA,CZ4000RI,13,12/8/2021,320526C4T,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G37, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3498543,10760768,,GRANADA,P21FA010331V,CONTAZARA,CZ4000RI,13,25/6/2021,3205285BC,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G38, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3559364,10876115,,GRANADA,P21FA015613W,CONTAZARA,CZ4000RI,13,10/11/2021,32053CFDQ,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G38, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3483927,4131348,,GRANADA,P21FA025805H,CONTAZARA,CZ4000RI,13,8/3/2022,320564CDC,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G38, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3610416,11095005,,GRANADA,P21FA026134V,CONTAZARA,CZ4000RI,13,7/7/2022,32056616J,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G14, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3584691,11341480,,GRANADA,P22FA012544X,CONTAZARA,CZ4000RI,13,13/4/2023,32063100F,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G12, ,S13 PALACIO DE CONGRESOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3592113,11142026,,GRANADA,P21FA016240R,CONTAZARA,CZ4000RI,13,19/10/2021,32053F70A,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G39, ,S9 OBISPO HURTADO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3621487,10839234,,GRANADA,P21FA016619G,CONTAZARA,CZ4000RI,13,28/9/2021,320540EBK,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G18, ,S1 PLAZA DE TOROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3494377,10857871,,GRANADA,P21FA016249A,CONTAZARA,CZ4000RI,13,19/10/2021,32053F79J,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G18, ,S1 PLAZA DE TOROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3574061,10857864,,GRANADA,P21FA016247Y,CONTAZARA,CZ4000RI,13,19/10/2021,32053F77H,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G18, ,S1 PLAZA DE TOROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3613201,10893340,,GRANADA,P21FA016169B,CONTAZARA,CZ4000RI,13,29/11/2021,32053F29Z, , ,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G18, ,S1 PLAZA DE TOROS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3582918,11452887,,GRANADA,P21FA015911D,CONTAZARA,CZ4000RI,13,17/8/2023,32053E27U,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G24, ,S30 CERCADO BAJO CARTUJA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3540351,11013356,,GRANADA,P21VA644342L,CONTAZARA,CZ4000,13,8/4/2022, ,CZ - Contador con sistema contazara de telelectura,Leer manualmente,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G22, ,S29 LOS CARMENES, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3616832,11472789,,GRANADA,P21FA016280Z,CONTAZARA,CZ4000RI,13,27/10/2021,32053F98M,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G32, ,S3 FUENTE DE LAS BATALLAS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3586272,4306289,,GRANADA,P21FA010093A,CONTAZARA,CZ4000RI,13,7/5/2021,3205276DD,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G33, ,S94 SAN NICOLAS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3499089,11466986,,GRANADA,P21FA026304V,CONTAZARA,CZ4000RI,13,28/4/2022,320566C0F,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G33, ,S94 SAN NICOLAS, 
